,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
49,936,109500,30,RM,56.0,4485,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,7,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,936.0,Unf,936.0,357.0,936.0,GasA,TA,Y,SBrkr,936,0,0,1,0,1,0,2,1,TA,5,Typ,1,Gd,No,0,0,0,0.0,0,No,P,51,0,135,0,0,0,No,MnPrv,No,0,5,2010,WD ,Normal
50,1230,110000,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,440.0,Unf,440.0,440.0,440.0,GasA,Gd,Y,SBrkr,682,548,0,0,0,1,1,2,1,TA,5,Typ,0,0,Detchd,1966,Unf,2,440.0,TA,TA,Y,74,0,128,0,0,0,No,MnPrv,No,0,5,2009,WD ,Normal
51,2592,150000,90,RL,60.0,10890,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,Duplex,2Story,5,6,1923,1950,Hip,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,PConc,TA,TA,Mn,Rec,1296.0,Unf,1296.0,925.0,1296.0,Grav,Fa,N,FuseA,1296,1296,0,2,0,2,0,6,2,TA,12,Min2,0,0,No,0,0,0,0.0,0,No,Y,0,742,240,0,0,0,No,No,Shed,1512,1,2007,WD ,AdjLand
52,1565,193800,120,FV,32.0,3784,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,TA,No,GLQ,1511.0,Unf,1511.0,1451.0,1511.0,GasA,Ex,Y,SBrkr,1565,0,0,1,0,2,0,2,1,Gd,5,Typ,0,0,Attchd,2006,Fin,2,476.0,TA,TA,Y,0,120,0,0,0,0,No,No,No,0,2,2007,New,Partial
53,1868,178000,80,RL,78.0,12090,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1984,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,Unf,585.0,Unf,585.0,585.0,585.0,GasA,Ex,Y,SBrkr,1140,728,0,0,0,3,1,3,1,TA,7,Typ,1,TA,BuiltIn,1984,Fin,2,477.0,TA,TA,Y,268,112,0,0,147,0,No,No,No,0,1,2007,WD ,Abnorml
54,1422,179600,20,RL,63.0,8500,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,106.0,Gd,TA,PConc,Gd,TA,Av,Unf,1422.0,Unf,1422.0,1422.0,1422.0,GasA,Ex,Y,SBrkr,1422,0,0,0,0,2,0,3,1,Gd,7,Typ,0,0,Attchd,2004,RFn,2,626.0,TA,TA,Y,192,60,0,0,0,0,No,No,No,0,11,2007,WD ,Normal
55,1200,179000,90,RL,60.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,1200.0,Unf,1200.0,0.0,1200.0,GasA,TA,Y,SBrkr,1200,0,0,3,0,3,0,3,1,TA,5,Typ,0,0,No,0,0,0,0.0,0,No,Y,120,0,0,0,0,0,No,No,No,0,3,2009,WD ,Alloca
56,1641,140000,50,RL,70.0,10759,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,4,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,Gd,TA,No,LwQ,1001.0,ALQ,1001.0,0.0,1001.0,GasA,TA,Y,SBrkr,1001,640,0,0,0,2,0,4,1,TA,5,Typ,1,Gd,Detchd,1972,Unf,2,490.0,TA,TA,Y,0,0,92,0,0,0,No,GdPrv,No,0,7,2008,WD ,Normal
57,1973,395000,20,RL,110.0,14226,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,1935.0,Unf,1935.0,1935.0,1935.0,GasA,Gd,Y,SBrkr,1973,0,0,0,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2006,Fin,3,895.0,TA,TA,Y,315,45,0,0,0,0,No,No,No,0,7,2007,New,Partial
58,1248,151500,20,RL,80.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,88.0,TA,TA,CBlock,TA,TA,No,ALQ,1248.0,Unf,1248.0,616.0,1248.0,GasA,Ex,Y,SBrkr,1248,0,0,1,0,1,0,3,1,TA,6,Typ,0,0,Attchd,1960,Unf,1,286.0,TA,TA,Y,0,0,0,0,0,0,No,MnPrv,No,0,5,2006,WD ,Normal
59,2418,341000,60,RL,96.0,10542,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1311.0,Unf,1311.0,138.0,1311.0,GasA,Ex,Y,SBrkr,1325,1093,0,1,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993,RFn,3,983.0,TA,TA,Y,250,154,216,0,0,0,No,No,No,0,8,2008,WD ,Normal
60,1755,235000,60,RL,,11949,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,8,1991,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,Gd,PConc,Gd,TA,No,GLQ,975.0,ALQ,975.0,158.0,975.0,GasA,Ex,Y,SBrkr,975,780,0,0,1,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1991,Unf,2,524.0,TA,TA,Y,502,60,0,0,0,0,No,GdPrv,No,0,7,2009,WD ,Normal
61,672,72000,30,RM,61.0,8534,Pave,None,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,4,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,432.0,Unf,432.0,432.0,432.0,GasA,TA,N,FuseA,672,0,0,0,0,1,0,2,1,TA,4,Min1,0,0,No,0,0,0,0.0,0,No,N,0,0,112,0,0,0,No,GdWo,No,0,6,2006,WD ,Normal
62,1626,154000,50,RL,70.0,10512,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,988.0,Unf,988.0,497.0,988.0,GasA,Ex,Y,SBrkr,988,638,0,0,0,1,1,3,1,Gd,6,Typ,0,0,Attchd,1954,Unf,1,332.0,TA,TA,Y,366,0,0,0,0,0,No,No,No,0,5,2007,WD ,Normal
63,1726,222000,120,FV,,3830,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,280.0,Gd,TA,PConc,Gd,TA,No,Unf,1726.0,Unf,1726.0,1726.0,1726.0,GasA,Ex,Y,SBrkr,1726,0,0,0,0,2,1,2,1,Gd,6,Typ,1,Gd,Attchd,2008,Fin,2,561.0,TA,TA,Y,0,254,0,0,0,0,No,No,No,0,1,2009,New,Partial
64,2748,390000,60,RL,108.0,13418,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,270.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1850.0,Unf,1850.0,430.0,1850.0,GasA,Ex,Y,SBrkr,1850,898,0,1,0,2,1,4,1,Ex,9,Typ,1,Gd,BuiltIn,2006,Fin,3,850.0,TA,TA,Y,212,182,0,0,0,0,No,No,No,0,10,2008,WD ,Abnorml
65,894,128200,20,RL,75.0,10650,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,Av,LwQ,894.0,ALQ,894.0,0.0,894.0,GasA,TA,Y,SBrkr,894,0,0,1,0,1,0,3,1,TA,5,Typ,0,0,Attchd,1950.0,Unf,1,308.0,TA,TA,Y,365,0,0,0,0,0,No,MnPrv,No,0,2,2010,WD ,Normal
66,2470,615000,20,RL,106.0,12720,Pave,None,Reg,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,MetalSd,MetalSd,Stone,680.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2535.0,Unf,2535.0,278.0,2535.0,GasA,Ex,Y,SBrkr,2470,0,0,2,0,1,1,1,1,Ex,7,Typ,2,Gd,Attchd,2003,Fin,3,789.0,TA,TA,Y,154,65,0,0,216,144,Ex,No,No,0,2,2008,WD ,Normal
67,1174,158000,20,RL,,12250,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,864.0,Unf,864.0,83.0,864.0,GasA,Ex,Y,SBrkr,1174,0,0,1,0,1,0,3,1,TA,5,Typ,0,0,Attchd,1978,Unf,2,528.0,TA,TA,Y,211,0,280,0,0,0,No,No,No,0,5,2008,WD ,Normal
68,1324,254000,120,RL,48.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,1324.0,Unf,1324.0,461.0,1324.0,GasA,Ex,Y,SBrkr,1324,0,0,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006,Fin,2,550.0,TA,TA,Y,192,38,0,0,0,0,No,No,No,0,12,2009,WD ,Normal
69,2447,169000,50,RL,50.0,9638,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,804.0,Unf,804.0,804.0,804.0,GasA,Ex,Y,SBrkr,1699,748,0,0,0,2,0,4,1,Gd,10,Min2,1,Gd,Detchd,1969,Unf,1,336.0,TA,TA,Y,272,0,42,0,116,0,No,No,No,0,3,2010,WD ,Normal
70,2199,284500,75,RL,84.0,9660,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2.5Unf,8,5,1997,1997,Hip,CompShg,HdBoard,HdBoard,BrkFace,1290.0,Gd,TA,PConc,Gd,TA,No,Unf,1173.0,Unf,1173.0,1173.0,1173.0,GasA,Ex,Y,SBrkr,1182,1017,0,0,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1997,Fin,2,516.0,TA,TA,Y,0,131,0,0,0,0,No,No,No,0,9,2008,WD ,Normal
71,1374,184500,80,RL,67.0,13300,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,384.0,Unf,384.0,58.0,384.0,GasA,Ex,Y,SBrkr,744,630,0,1,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2004,Fin,2,400.0,TA,TA,Y,100,0,0,0,0,0,No,No,No,0,6,2010,WD ,Normal
72,1335,210400,20,FV,75.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,1335.0,Unf,1335.0,1335.0,1335.0,GasA,Ex,Y,SBrkr,1335,0,0,0,0,2,0,3,1,Gd,6,Typ,0,0,Attchd,2007,RFn,2,575.0,TA,TA,Y,0,210,0,0,0,0,No,No,No,0,6,2007,New,Partial
73,1588,214000,20,RL,78.0,10264,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1588.0,Unf,1588.0,426.0,1588.0,GasA,Ex,Y,SBrkr,1588,0,0,0,0,2,0,3,1,Gd,6,Typ,0,0,Attchd,1999,RFn,2,472.0,TA,TA,Y,158,29,0,0,0,0,No,No,No,0,8,2006,WD ,Normal
74,1652,392500,120,RM,64.0,5587,Pave,None,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1600.0,Unf,1600.0,120.0,1600.0,GasA,Ex,Y,SBrkr,1652,0,0,1,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2008,Fin,2,482.0,TA,TA,Y,162,53,0,153,0,0,No,No,No,0,11,2008,New,Partial
75,2021,274725,60,RL,168.0,23257,Pave,None,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,868.0,Unf,868.0,868.0,868.0,GasA,Ex,Y,SBrkr,887,1134,0,0,0,2,1,3,1,Gd,9,Typ,1,Gd,BuiltIn,2006,RFn,2,422.0,TA,TA,Y,0,100,0,0,0,0,No,No,No,0,9,2006,New,Partial
76,1412,156932,60,RL,73.0,8499,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,616.0,Unf,616.0,616.0,616.0,GasA,Ex,Y,SBrkr,616,796,0,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2007,Fin,2,432.0,TA,TA,Y,0,36,0,0,0,0,No,No,No,0,3,2007,New,Partial
77,1464,282922,20,RL,49.0,15256,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,84.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1485.0,Unf,1485.0,556.0,1485.0,GasA,Ex,Y,SBrkr,1464,0,0,1,0,2,0,3,1,Gd,6,Typ,0,0,Attchd,2007,Unf,3,754.0,TA,TA,Y,168,160,0,0,0,0,No,No,No,0,8,2007,WD ,Normal
78,1690,144000,75,RM,65.0,8850,Pave,None,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,815.0,Unf,815.0,815.0,815.0,GasA,Ex,Y,SBrkr,815,875,0,0,0,1,0,3,1,TA,7,Typ,1,Gd,Detchd,1916,Unf,1,225.0,TA,TA,Y,0,0,330,0,0,0,No,No,No,0,7,2006,ConLw,Normal
79,1092,88000,160,RM,21.0,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,TA,TA,CBlock,TA,TA,No,Unf,525.0,Unf,525.0,525.0,525.0,GasA,TA,Y,SBrkr,525,567,0,0,0,1,1,3,1,TA,6,Typ,0,0,Detchd,1971,Unf,1,264.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,3,2010,WD ,Family
80,1012,67500,30,RH,70.0,9800,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,816.0,Unf,816.0,816.0,816.0,GasA,TA,N,FuseA,1012,0,0,0,0,1,0,2,1,TA,5,Typ,0,0,Detchd,1920,Unf,1,429.0,TA,TA,Y,121,0,80,0,0,0,No,No,No,0,4,2010,WD ,Normal
81,1210,148000,80,RL,140.0,11080,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1975,1975,Gable,CompShg,Plywood,Plywood,BrkFace,257.0,TA,TA,CBlock,TA,TA,Av,GLQ,1128.0,Unf,1128.0,552.0,1128.0,GasA,TA,Y,SBrkr,1210,0,0,1,0,2,0,3,1,TA,6,Typ,0,0,Attchd,1975,Unf,2,528.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,5,2006,WD ,Normal
82,1256,159000,20,RL,80.0,8000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,1256.0,Rec,1256.0,292.0,1256.0,GasA,Gd,Y,FuseA,1256,0,0,1,0,1,1,3,1,Gd,6,Typ,0,0,Attchd,1959,RFn,1,311.0,TA,TA,Y,0,240,0,0,0,0,No,No,No,0,5,2008,WD ,Normal
83,1130,120000,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,1120.0,Unf,1120.0,299.0,1120.0,GasA,Ex,Y,SBrkr,1130,0,0,1,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1970,Unf,2,720.0,TA,TA,Y,229,0,0,0,0,0,No,No,No,0,6,2006,WD ,Normal
84,858,134900,85,RL,,7252,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,858.0,Unf,858.0,173.0,858.0,GasA,TA,Y,SBrkr,858,0,0,1,0,1,0,2,1,TA,5,Typ,0,0,Detchd,1983,Unf,2,576.0,TA,TA,Y,120,0,0,0,0,0,No,No,No,0,4,2009,WD ,Normal
85,1188,185000,20,RL,88.0,14175,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosA,Norm,1Fam,1Story,6,8,1956,1956,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,Gd,GLQ,988.0,Unf,988.0,212.0,988.0,GasA,TA,Y,FuseA,1188,0,0,1,0,1,0,1,1,TA,4,Typ,1,TA,Attchd,1956,Unf,2,621.0,TA,TA,Y,102,89,231,0,0,0,No,No,No,0,6,2008,WD ,Normal
86,1412,132500,50,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,780.0,Unf,780.0,780.0,780.0,GasA,Ex,Y,FuseF,825,587,0,0,0,1,0,4,1,TA,6,Typ,1,Gd,Detchd,1935.0,Unf,1,280.0,TA,TA,Y,45,0,0,0,0,0,No,No,No,0,5,2009,WD ,Normal
87,1040,160500,80,RL,,7176,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,CBlock,TA,Gd,Gd,GLQ,960.0,Unf,960.0,166.0,960.0,GasA,Fa,Y,SBrkr,1040,0,0,1,0,1,0,3,1,TA,6,Typ,1,Fa,Detchd,1979,Unf,2,616.0,TA,TA,Y,131,0,0,0,180,0,No,GdPrv,No,0,7,2006,WD ,Normal
88,1376,165000,50,RL,60.0,8850,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,768.0,Unf,768.0,768.0,768.0,GasA,Ex,Y,SBrkr,752,624,0,0,0,1,0,3,1,Gd,7,Typ,0,0,Detchd,1977,Unf,2,576.0,TA,TA,P,0,54,144,0,0,0,No,No,No,0,2,2007,WD ,Normal
89,1301,100000,30,RM,60.0,6911,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,1145.0,Unf,1145.0,740.0,1145.0,GasA,TA,Y,SBrkr,1301,0,0,0,0,1,0,2,1,Fa,5,Min1,0,0,Detchd,1965,Unf,2,440.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,10,2009,WD ,Normal
90,1629,189900,60,RL,74.0,13830,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,928.0,Unf,928.0,137.0,928.0,GasA,Gd,Y,SBrkr,928,701,0,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1997,Fin,2,482.0,TA,TA,Y,212,34,0,0,0,0,No,MnPrv,No,0,3,2010,WD ,Normal
91,1761,227875,60,FV,84.0,10207,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,874.0,Unf,874.0,874.0,874.0,GasA,Ex,Y,SBrkr,874,887,0,0,0,3,0,3,1,Gd,7,Typ,0,0,Attchd,2007,Fin,2,578.0,TA,TA,Y,144,105,0,0,0,0,No,No,No,0,8,2007,New,Partial
92,936,111900,20,RL,68.0,10295,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,TA,TA,CBlock,Gd,TA,Mn,Rec,936.0,Unf,936.0,684.0,936.0,GasA,TA,Y,SBrkr,936,0,0,0,0,1,0,2,1,TA,4,Typ,0,0,Attchd,1969,Unf,1,288.0,TA,TA,Y,16,0,0,0,0,0,No,No,No,0,9,2008,COD,Normal
93,1316,145000,70,RL,66.0,8969,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,6,1926,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,644.0,Unf,644.0,265.0,644.0,GasA,Ex,Y,SBrkr,672,644,0,1,0,1,0,2,1,TA,6,Typ,1,Gd,Detchd,2001,Unf,1,369.0,TA,TA,P,0,0,0,0,192,0,No,MnPrv,No,0,7,2008,WD ,Normal
94,1440,118000,90,RL,92.0,12108,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,ALQ,1440.0,Unf,1440.0,1307.0,1440.0,GasA,TA,N,FuseF,1440,0,0,0,0,2,0,4,2,Fa,8,Typ,0,0,No,0,0,0,0.0,0,No,Y,0,0,0,0,0,0,No,No,No,0,9,2008,WD ,Normal
95,1524,166000,160,FV,,2998,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,756.0,Unf,756.0,403.0,756.0,GasA,Ex,Y,SBrkr,768,756,0,0,0,2,1,2,1,Gd,4,Typ,0,0,Detchd,2000,Unf,2,440.0,TA,TA,Y,0,32,0,0,0,0,No,No,No,0,6,2006,WD ,Normal
96,1370,148000,80,RL,125.0,10000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,6,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,272.0,TA,TA,CBlock,TA,TA,Av,BLQ,1058.0,Rec,1058.0,99.0,1058.0,GasA,Ex,Y,SBrkr,1370,0,0,1,0,1,0,3,1,TA,6,Typ,1,TA,Basment,1956,RFn,1,300.0,TA,TA,Y,191,0,0,0,120,0,No,MnPrv,No,0,2,2006,WD ,Normal
97,925,99000,20,RL,70.0,7000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,0,0,No,0,0.0,0,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,925,0,0,0,0,1,0,3,1,TA,7,Typ,0,0,Attchd,1961,Fin,1,300.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,7,2007,WD ,Normal
98,630,86000,180,RM,21.0,1526,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,8,1970,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,630.0,Unf,630.0,115.0,630.0,GasA,TA,Y,SBrkr,630,0,0,1,0,1,0,1,1,Gd,3,Typ,0,0,Attchd,1970,Unf,1,286.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,5,2009,WD ,Normal
