GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,Fence,MoSold,YrSold,SaleType,BsmtNumBath,TotalNumBath
1210,148000,80,RL,140.0,11080,Pave,4,Lvl,4,Corner,3,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1975,1975,Gable,CompShg,Plywood,Plywood,BrkFace,257.0,3,3,CBlock,3,3,3,6,576.0,1,552.0,1128.0,GasA,3,Y,5,1210,0,3,1,3,6,8,0,0,Attchd,1975.0,1,2.0,528.0,3,3,3,0,0,0,5,2006,WD ,1.0,2.0
1256,159000,20,RL,80.0,8000,Pave,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,PConc,3,3,1,4,476.0,3,292.0,1256.0,GasA,4,Y,4,1256,0,3,1,4,6,8,0,0,Attchd,1959.0,2,1.0,311.0,3,3,3,0,240,0,5,2008,WD ,1.0,1.5
1130,120000,30,RL,60.0,10800,Pave,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3,3,1,3,821.0,1,299.0,1120.0,GasA,5,Y,5,1130,0,2,1,3,5,8,1,4,Detchd,1970.0,1,2.0,720.0,3,3,3,229,0,0,6,2006,WD ,1.0,1.0
858,134900,85,RL,65.0,7252,Pave,3,Lvl,4,CulDSac,3,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,4,3,3,6,685.0,1,173.0,858.0,GasA,3,Y,5,858,0,2,1,3,5,8,0,0,Detchd,1983.0,1,2.0,576.0,3,3,3,120,0,0,4,2009,WD ,1.0,1.0
1188,185000,20,RL,88.0,14175,Pave,4,Lvl,4,Inside,3,Sawyer,PosA,Norm,1Fam,1Story,6,8,1956,1956,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,4,4,6,776.0,1,212.0,988.0,GasA,3,Y,4,1188,0,1,1,3,4,8,1,3,Attchd,1956.0,1,2.0,621.0,3,3,3,102,89,0,6,2008,WD ,1.0,1.0
1412,132500,50,RM,50.0,6000,Pave,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,3,3,1,1,0.0,1,780.0,780.0,GasA,5,Y,3,825,587,4,1,3,6,8,1,4,Detchd,1939.0,1,1.0,280.0,3,3,3,45,0,0,5,2009,WD ,0.0,1.0
1040,160500,80,RL,69.0,7176,Pave,3,Lvl,4,CulDSac,3,Sawyer,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,3,3,CBlock,3,4,4,6,794.0,1,166.0,960.0,GasA,2,Y,5,1040,0,3,1,3,6,8,1,2,Detchd,1979.0,1,2.0,616.0,3,3,3,131,0,4,7,2006,WD ,1.0,1.0
1376,165000,50,RL,60.0,8850,Pave,4,Bnk,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,4,PConc,3,3,1,1,0.0,1,768.0,768.0,GasA,5,Y,5,752,624,3,1,4,7,8,0,0,Detchd,1977.0,1,2.0,576.0,3,3,2,0,54,0,2,2007,WD ,0.0,1.0
1301,100000,30,RM,60.0,6911,Pave,4,Lvl,4,FR2,3,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,2,2,405.0,1,740.0,1145.0,GasA,3,Y,5,1301,0,2,1,2,5,7,0,0,Detchd,1965.0,1,2.0,440.0,3,3,3,0,0,0,10,2009,WD ,0.0,1.0
1629,189900,60,RL,74.0,13830,Pave,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,5,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,791.0,1,137.0,928.0,GasA,4,Y,5,928,701,3,1,3,6,8,1,3,Attchd,1997.0,3,2.0,482.0,3,3,3,212,34,3,3,2010,WD ,0.0,2.5
936,111900,20,RL,68.0,10295,Pave,4,Lvl,4,FR2,3,NAmes,Norm,Norm,1Fam,1Story,4,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,3,3,CBlock,4,3,2,3,252.0,1,684.0,936.0,GasA,3,Y,5,936,0,2,1,3,4,8,0,0,Attchd,1969.0,1,1.0,288.0,3,3,3,16,0,0,9,2008,COD,0.0,1.0
1316,145000,70,RL,66.0,8969,Pave,4,Bnk,4,Inside,3,Crawfor,Norm,Norm,1Fam,2Story,6,6,1926,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,4,379.0,1,265.0,644.0,GasA,5,Y,5,672,644,2,1,3,6,8,1,4,Detchd,2001.0,1,1.0,369.0,3,3,2,0,0,3,7,2008,WD ,1.0,1.0
1440,118000,90,RL,92.0,12108,Pave,4,Lvl,4,Inside,3,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,3,3,CBlock,3,3,1,5,133.0,1,1307.0,1440.0,GasA,3,N,3,1440,0,4,2,2,8,8,0,0,None,0.0,0,0.0,0.0,0,0,3,0,0,0,9,2008,WD ,0.0,2.0
1524,166000,160,FV,56.0,2998,Pave,4,Lvl,4,Inside,3,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,4,3,PConc,4,3,1,6,353.0,1,403.0,756.0,GasA,5,Y,5,768,756,2,1,4,4,8,0,0,Detchd,2000.0,1,2.0,440.0,3,3,3,0,32,0,6,2006,WD ,0.0,2.5
1370,148000,80,RL,125.0,10000,Pave,4,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,SLvl,5,6,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,272.0,3,3,CBlock,3,3,3,4,678.0,3,99.0,1058.0,GasA,5,Y,5,1370,0,3,1,3,6,8,1,3,Basment,1956.0,2,1.0,300.0,3,3,3,191,0,3,2,2006,WD ,1.0,1.0
925,99000,20,RL,70.0,7000,Pave,4,Lvl,4,Corner,3,NAmes,Feedr,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,GasA,4,Y,5,925,0,3,1,3,7,8,0,0,Attchd,1961.0,3,1.0,300.0,3,3,3,0,0,0,7,2007,WD ,0.0,1.0
630,86000,180,RM,21.0,1526,Pave,4,Lvl,4,Inside,3,MeadowV,Norm,Norm,Twnhs,SFoyer,4,8,1970,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,4,CBlock,4,3,3,6,515.0,1,115.0,630.0,GasA,3,Y,5,630,0,1,1,4,3,8,0,0,Attchd,1970.0,1,1.0,286.0,3,3,3,0,0,0,5,2009,WD ,1.0,1.0
1431,165000,80,RL,101.0,9150,Pave,3,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,3,3,CBlock,4,3,4,6,371.0,1,728.0,1099.0,GasA,4,Y,5,1431,0,3,1,3,6,8,1,4,Basment,1962.0,2,1.0,296.0,3,3,3,64,110,0,12,2008,WD ,0.5,1.0
1226,211500,120,RL,61.0,3782,Pave,3,Lvl,4,CulDSac,3,Greens,Norm,Norm,TwnhsE,1Story,8,5,1981,1981,Gable,CompShg,Wd Sdng,Plywood,None,0.0,4,3,CBlock,4,3,4,6,960.0,1,266.0,1226.0,GasA,3,Y,5,1226,0,1,1,4,4,8,2,3,Attchd,1981.0,3,2.0,484.0,3,3,3,133,78,0,9,2009,WD ,1.0,1.0
1417,210000,20,RL,70.0,8750,Pave,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,209.0,4,3,PConc,4,3,3,6,1111.0,1,306.0,1417.0,GasA,5,Y,5,1417,0,3,1,4,7,8,1,3,Attchd,1997.0,1,2.0,511.0,3,3,3,60,0,0,8,2009,WD ,1.0,2.0
1689,228500,20,RL,74.0,9990,Pave,4,Lvl,4,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,4,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,1,5,1383.0,1,297.0,1680.0,GasA,4,Y,5,1689,0,3,1,3,6,8,1,3,Attchd,1991.0,1,2.0,432.0,3,3,3,428,120,0,7,2008,WD ,1.0,2.0
928,132000,20,RL,70.0,13300,Pave,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,4,3,1,3,377.0,1,551.0,928.0,GasA,3,Y,5,928,0,2,1,3,4,8,0,0,Attchd,1956.0,1,1.0,252.0,3,3,3,261,0,0,6,2007,WD ,0.0,1.0
2490,468000,20,RL,85.0,11128,Pave,4,Lvl,4,Corner,3,Somerst,PosN,PosN,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,198.0,5,3,PConc,5,3,4,6,2158.0,1,300.0,2458.0,GasA,5,Y,5,2490,0,2,1,5,9,8,2,4,Attchd,2005.0,3,3.0,795.0,3,3,3,70,226,4,10,2009,WD ,1.0,2.0
1953,240000,60,RL,91.0,53107,Pave,2,Low,4,Corner,2,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,3,6,985.0,1,595.0,1580.0,GasA,5,Y,5,1079,874,3,1,4,9,8,2,2,Attchd,1992.0,3,2.0,501.0,3,3,3,216,231,0,6,2007,WD ,1.0,2.5
958,151500,20,RL,78.0,12772,Pave,3,Lvl,4,CulDSac,3,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,2,4,498.0,1,460.0,958.0,GasA,3,Y,5,958,0,2,1,3,5,8,0,0,Attchd,1960.0,2,1.0,301.0,3,3,3,0,0,0,4,2007,WD ,0.0,1.0
630,73000,180,RM,21.0,1470,Pave,4,Lvl,4,Inside,3,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,3,6,522.0,1,108.0,630.0,GasA,3,Y,5,630,0,1,1,3,3,8,0,0,None,0.0,0,0.0,0.0,0,0,3,0,0,0,4,2006,WD ,1.0,1.0
630,75500,180,RM,21.0,1491,Pave,4,Lvl,4,Inside,3,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,6,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,3,2,150.0,6,0.0,630.0,GasA,5,Y,5,630,0,1,1,3,3,8,0,0,None,0.0,0,0.0,0.0,0,0,3,96,24,0,5,2010,WD ,1.0,1.0
1502,330000,120,RM,83.0,9763,Pave,3,Lvl,4,Inside,3,GrnHill,Norm,Norm,TwnhsE,1Story,7,5,1998,1998,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,239.0,4,3,PConc,4,3,1,6,1102.0,5,328.0,1502.0,GasA,5,Y,5,1502,0,1,1,4,5,8,1,3,Attchd,1998.0,3,1.0,286.0,3,3,3,0,0,0,9,2007,WD ,1.0,1.5
1224,107500,50,RL,72.0,10632,Pave,3,Lvl,4,Inside,3,ClearCr,Norm,Norm,1Fam,1.5Fin,5,3,1917,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,2,1,1,0.0,1,689.0,689.0,GasA,4,N,5,725,499,3,1,1,6,5,0,0,Detchd,1917.0,1,1.0,180.0,2,2,1,0,0,0,1,2010,COD,0.0,1.5
2044,185000,60,RL,80.0,10400,Pave,4,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,7,6,1980,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,280.0,3,3,CBlock,4,3,2,1,0.0,1,738.0,738.0,GasA,3,Y,5,1277,767,3,1,3,7,7,1,3,Attchd,1980.0,1,2.0,489.0,3,3,3,28,73,0,3,2008,WD ,0.0,2.5
1790,165150,60,RL,80.0,10400,Pave,4,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,288.0,3,3,CBlock,3,3,1,3,247.0,1,485.0,732.0,GasA,4,Y,5,1012,778,4,1,3,8,6,1,3,Attchd,1972.0,2,2.0,484.0,3,3,3,148,0,0,11,2006,WD ,1.0,2.0
1056,125000,20,RL,80.0,13600,Pave,4,Bnk,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,3,144.0,4,0.0,1056.0,GasA,4,Y,5,1056,0,3,1,3,6,8,0,0,Attchd,1955.0,3,1.0,300.0,3,3,3,0,0,3,11,2006,WD ,1.0,1.5
2554,159500,70,RM,60.0,10800,Pave,4,Bnk,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0.0,3,4,BrkTil,3,3,1,1,0.0,1,718.0,718.0,GasA,5,Y,5,1576,978,3,1,3,8,8,0,0,Detchd,1996.0,1,2.0,704.0,3,3,2,0,48,0,7,2007,WD ,0.0,1.5
1312,180500,20,RL,64.0,6718,Pave,3,Lvl,4,Inside,3,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,86.0,4,3,PConc,5,3,2,6,250.0,1,1017.0,1267.0,GasA,5,Y,5,1312,0,2,1,4,5,8,0,0,Attchd,2001.0,1,2.0,471.0,3,3,3,256,28,0,1,2007,WD ,0.0,2.0
1308,160000,50,RL,130.0,9600,Pave,3,HLS,4,Inside,3,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,BrkTil,3,2,1,3,428.0,1,300.0,728.0,GasA,5,Y,5,976,332,2,1,3,7,6,2,3,Detchd,1940.0,1,1.0,256.0,3,3,3,0,70,0,6,2009,WD ,1.0,1.5
907,109008,20,RL,77.0,8593,Pave,3,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,288.0,1,619.0,907.0,GasA,5,Y,5,907,0,3,1,3,5,8,0,0,Detchd,1964.0,1,1.0,352.0,3,3,3,0,0,0,7,2008,WD ,0.0,1.0
1034,153000,85,RL,68.0,7703,Pave,3,Lvl,4,CulDSac,3,Sawyer,Norm,Norm,1Fam,SFoyer,6,8,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkCmn,40.0,3,3,CBlock,4,3,4,5,450.0,1,0.0,450.0,GasA,5,Y,5,1034,0,3,1,3,6,8,1,1,Basment,1978.0,3,2.0,504.0,3,3,3,311,0,2,5,2008,WD ,0.5,1.0
1040,132250,20,RL,94.0,25286,Pave,4,HLS,4,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,3,3,4,5,633.0,1,431.0,1064.0,GasA,4,Y,5,1040,0,3,1,3,5,8,0,0,Attchd,1963.0,1,2.0,648.0,3,3,3,0,0,0,1,2007,WD ,1.0,1.0
1585,184900,60,RL,74.0,7632,Pave,3,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,96.0,4,3,PConc,4,3,1,1,0.0,1,784.0,784.0,GasA,5,Y,5,831,754,3,1,4,7,8,0,0,Attchd,2005.0,2,2.0,449.0,3,3,3,100,77,0,3,2006,WD ,0.0,2.5
1355,127000,70,RM,60.0,6882,Pave,4,Lvl,4,Inside,3,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,684.0,684.0,GasA,3,Y,5,773,582,3,1,4,7,8,0,0,None,0.0,0,0.0,0.0,0,0,3,136,0,0,3,2007,WD ,0.0,1.5
1154,142000,20,RL,60.0,11556,Pave,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,9,1953,2006,Gable,CompShg,VinylSd,MetalSd,None,0.0,3,5,CBlock,3,3,1,4,408.0,1,456.0,864.0,GasA,4,Y,5,1154,0,3,1,5,6,8,0,0,Detchd,1962.0,1,1.0,336.0,3,3,3,63,0,0,7,2007,WD ,0.0,1.5
808,112000,20,RL,50.0,5175,Pave,4,Lvl,4,Inside,3,BrkSide,RRAn,Feedr,1Fam,1Story,5,8,1958,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,4,150.0,5,254.0,808.0,GasA,5,Y,5,808,0,2,1,3,5,8,0,0,Detchd,1963.0,1,1.0,308.0,3,3,1,143,0,0,7,2007,COD,0.0,1.0
1049,80900,50,C (all),52.0,5150,Pave,4,Lvl,4,Corner,3,IDOTRR,Feedr,Norm,1Fam,1.5Fin,4,7,1910,2000,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,PConc,1,3,1,1,0.0,1,356.0,356.0,GasA,3,N,4,671,378,2,1,3,5,8,0,0,Detchd,1910.0,1,1.0,195.0,1,2,1,0,0,0,5,2008,WD ,0.0,1.0
1105,135000,20,RL,90.0,10454,Pave,3,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Hip,CompShg,Plywood,Plywood,Stone,143.0,3,3,CBlock,3,3,1,3,546.0,1,559.0,1105.0,GasA,4,Y,4,1105,0,3,1,3,5,8,0,0,Detchd,1957.0,1,1.0,308.0,3,3,3,0,0,0,4,2009,WD ,0.0,1.0
1679,193500,20,RL,65.0,8125,Pave,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,6,5,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,3,3,PConc,4,3,1,6,1138.0,1,270.0,1408.0,GasA,5,Y,5,1679,0,3,1,4,7,8,1,2,Attchd,1994.0,2,2.0,575.0,3,3,3,224,42,0,10,2008,WD ,1.0,2.0
1440,232500,20,RL,82.0,11202,Pave,3,Lvl,4,Inside,3,Timber,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,206.0,4,3,PConc,5,3,3,6,1029.0,1,403.0,1432.0,GasA,5,Y,5,1440,0,3,1,4,7,8,1,3,Attchd,2003.0,3,2.0,467.0,3,3,3,185,95,0,6,2008,WD ,1.0,2.0
1298,114000,20,RL,66.0,11200,Pave,3,Lvl,4,CulDSac,3,Edwards,Norm,Norm,1Fam,1Story,5,3,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,CBlock,3,3,2,1,0.0,1,1250.0,1250.0,GasA,5,Y,5,1298,0,3,1,3,5,8,0,0,Detchd,1964.0,1,2.0,504.0,3,2,1,0,144,0,6,2010,COD,0.0,2.0
2279,257000,20,RL,149.0,19958,Pave,4,Lvl,4,Inside,3,Timber,Norm,Norm,1Fam,1Story,6,8,1958,1995,Hip,CompShg,HdBoard,HdBoard,BrkFace,1224.0,3,4,CBlock,3,3,1,1,0.0,1,585.0,585.0,GasA,4,Y,5,2279,0,4,1,4,7,8,1,4,Attchd,1958.0,2,2.0,461.0,3,3,3,274,0,4,7,2007,WD ,0.0,2.5
1604,117000,50,RL,60.0,10998,Pave,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1941,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,2,408.0,4,156.0,984.0,GasA,5,Y,5,984,620,3,1,3,6,6,0,0,Detchd,1977.0,1,2.0,660.0,3,3,3,0,68,0,7,2009,WD ,0.0,2.0
1932,213000,60,RL,70.0,8749,Pave,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,654.0,1,325.0,979.0,GasA,5,Y,5,992,940,3,1,4,7,8,1,4,Attchd,2003.0,2,2.0,610.0,3,3,3,0,120,0,6,2007,WD ,1.0,2.5
1661,212000,60,RL,43.0,10667,Pave,2,Lvl,4,CulDSac,3,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,385.0,5,70.0,799.0,GasA,5,Y,5,827,834,3,1,4,6,8,1,3,Attchd,1996.0,2,2.0,550.0,3,3,3,158,61,0,4,2009,ConLw,1.0,2.5
1827,202500,70,RL,69.0,11737,Pave,3,Bnk,4,Inside,3,BrkSide,Norm,Norm,1Fam,2Story,6,7,1924,1996,Gambrel,CompShg,BrkComm,Stucco,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,848.0,848.0,GasW,3,N,5,1017,810,2,1,3,9,8,1,4,Detchd,1943.0,1,1.0,240.0,2,3,3,27,36,4,5,2006,WD ,0.0,1.0
1277,167000,20,RL,85.0,10628,Pave,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,7,5,1970,1970,Flat,Tar&Grv,Plywood,Plywood,None,0.0,3,4,CBlock,3,4,4,6,778.0,1,499.0,1277.0,GasA,3,Y,5,1277,0,2,1,3,5,8,1,1,Attchd,1970.0,1,2.0,526.0,3,3,3,0,0,2,4,2007,WD ,1.0,1.0
1052,138500,20,RL,70.0,8400,Pave,4,Lvl,4,Inside,3,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,3,3,CBlock,3,3,3,4,1016.0,1,36.0,1052.0,GasA,4,Y,5,1052,0,3,1,3,5,8,0,0,Attchd,1968.0,2,1.0,288.0,3,3,3,356,0,2,11,2006,WD ,1.0,1.5
1220,102000,20,RL,67.0,8877,Pave,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,2,2,1,2,836.0,1,0.0,836.0,GasA,3,Y,3,1220,0,2,1,3,6,8,0,0,Detchd,1951.0,1,2.0,396.0,3,3,3,0,0,0,4,2006,COD,0.0,1.0
1226,198900,20,RL,94.0,10402,Pave,3,Lvl,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,1226.0,1226.0,GasA,5,Y,5,1226,0,3,1,4,6,8,0,0,Attchd,2009.0,2,3.0,740.0,3,3,3,0,36,0,5,2010,WD ,0.0,2.0
882,126000,20,RL,70.0,8400,Pave,4,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,5,804.0,3,0.0,882.0,GasA,3,Y,5,882,0,2,1,3,4,8,0,0,Attchd,1970.0,3,2.0,525.0,3,3,3,240,0,3,4,2010,WD ,1.0,1.0
1861,200000,60,RL,95.0,13450,Pave,3,Lvl,4,Corner,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,700.0,1,216.0,916.0,GasA,5,Y,5,920,941,3,1,4,8,8,0,0,BuiltIn,2002.0,2,2.0,492.0,3,3,3,146,91,0,6,2006,WD ,1.0,2.5
1659,278000,120,RL,40.0,5664,Pave,3,Lvl,4,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,1,6,1158.0,1,343.0,1501.0,GasA,5,Y,5,1659,0,2,1,5,5,8,1,5,Attchd,2000.0,3,2.0,499.0,3,3,3,212,59,0,10,2009,WD ,1.0,2.0
1387,145000,20,RL,65.0,7514,Pave,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1967,1975,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,2,5,373.0,3,462.0,943.0,GasA,3,Y,5,1387,0,3,1,3,6,8,1,3,Attchd,1974.0,2,1.0,300.0,3,3,3,0,0,0,9,2006,WD ,1.0,1.0
1978,318000,20,RL,80.0,10389,Pave,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,CemntBd,CmentBd,BrkFace,320.0,4,3,PConc,4,3,1,6,1682.0,1,296.0,1978.0,GasA,5,Y,5,1978,0,3,1,4,8,8,1,4,Attchd,2003.0,2,3.0,850.0,3,3,3,188,25,0,5,2010,WD ,1.0,2.5
1298,146500,50,RL,51.0,6821,Pave,4,HLS,4,Inside,3,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1921,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,4,113.0,1,538.0,651.0,GasA,4,Y,5,759,539,2,1,3,8,8,1,4,Detchd,1994.0,1,1.0,240.0,3,3,2,216,0,0,8,2007,WD ,0.0,2.0
720,86900,50,RL,60.0,7008,Pave,4,Lvl,4,Corner,3,OldTown,Norm,Norm,1Fam,1.5Fin,4,8,1900,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,2,2,1,1,0.0,1,448.0,448.0,GasA,5,Y,5,448,272,1,1,2,5,8,0,0,Attchd,1900.0,1,1.0,280.0,2,3,3,0,0,0,3,2006,WD ,0.0,1.0
1358,213000,120,RL,47.0,6904,Pave,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,4,3,PConc,4,3,3,5,836.0,1,522.0,1358.0,GasA,5,Y,5,1358,0,2,1,4,6,8,1,4,Attchd,2005.0,2,2.0,484.0,3,3,3,192,36,0,8,2009,WD ,0.0,2.0
